Product_Name,Stock_Quantity,Total_Inventory_Value,Discounted_Revenue,Is_Best_Seller
Yogurt,85.0,148.75,77.18,False
Sesame Oil,15.0,97.5,286.65,False
Anchovies,66.0,660.0,243.0,False
Corn Oil,17.0,42.5,51.75,False
Grapes,13.0,71.5,207.9,False
Digestive Biscuit,34.0,136.0,280.8,False
Swiss Cheese,85.0,680.0,489.6,False
Cabbage,12.0,12.0,22.5,False
Oatmeal Biscuit,82.0,410.0,94.5,False
Sourdough Bread,71.0,284.0,208.8,False
Mozzarella Cheese,58.0,406.0,390.6,False
Rice Flour,15.0,30.0,162.0,False
Pineapple,68.0,238.0,78.75,False
White Sugar,13.0,26.0,68.4,False
Sesame Oil,45.0,292.5,503.1,False
Egg (Goose),40.0,98.0,167.58,False
Black Coffee,62.0,961.0,474.3,False
Peanut Oil,79.0,316.0,165.6,False
Peas,75.0,225.0,259.2,False
Almond Flour,76.0,722.0,205.2,False
Canola Oil,96.0,220.8,126.27,False
Canola Oil,69.0,158.7,163.53,False
Butter,48.0,144.0,256.5,False
Cream,82.0,196.8,103.68,False
Zucchini,43.0,107.5,49.5,False
Green Coffee,90.0,1080.0,874.8,False
Milk,13.0,11.7,37.26,False
Cabbage,62.0,62.0,30.6,False
Coconut Sugar,17.0,85.0,342.0,False
Sesame Oil,100.0,650.0,450.45,False
All-Purpose Flour,54.0,94.5,121.28,False
Whipped Cream,98.0,401.8,328.41,False
Herbal Tea,20.0,610.0,1262.7,False
Haddock,43.0,387.0,534.6,False
Green Coffee,29.0,348.0,302.4,False
Grapes,37.0,203.5,168.3,False
Cheddar Cheese,85.0,756.5,456.57,False
Basmati Rice,26.0,114.4,213.84,False
White Tea,91.0,2275.0,1417.5,False
Ricotta Cheese,50.0,310.0,491.04,False
Trout,98.0,1176.0,669.6,False
Egg (Duck),37.0,37.0,81.0,False
White Bread,78.0,195.0,200.25,False
Cauliflower,48.0,122.4,119.34,False
Arabica Coffee,74.0,1480.0,1800.0,False
Pineapple,18.0,63.0,277.2,False
Cauliflower,95.0,235.6,205.34,False
Egg (Turkey),39.0,97.5,58.5,False
Peas,48.0,144.0,137.7,False
Strawberries,58.0,342.2,276.12,False
Greek Yogurt,39.0,117.0,126.9,False
Papaya,84.0,369.6,213.84,False
Sardines,30.0,180.0,302.4,False
Sesame Oil,14.0,91.0,298.35,False
Powdered Sugar,21.0,52.5,83.25,False
Jasmine Rice,17.0,80.75,247.95,False
Cauliflower,34.0,85.0,63.0,False
Jasmine Rice,56.0,266.0,303.53,False
Plum,64.0,249.6,210.6,False
Grapes,87.0,478.5,108.9,False
Papaya,24.0,108.0,97.2,False
Sushi Rice,47.0,197.4,120.96,False
Digestive Biscuit,61.0,244.0,262.8,False
Rye Bread,48.0,134.4,68.04,False
Chocolate Biscuit,37.0,185.0,157.5,False
Arabica Coffee,45.0,900.0,648.0,False
Bread Flour,87.0,130.5,78.3,False
Almond Flour,37.0,351.5,324.9,False
Robusta Coffee,59.0,607.7,834.3,False
Pomegranate,62.0,372.0,243.0,False
Yogurt,63.0,107.1,85.68,False
Grapes,38.0,209.0,292.05,False
Mackerel,76.0,570.0,209.25,False
Egg (Quail),34.0,27.2,69.12,False
Eggplant,25.0,75.0,153.9,False
Egg (Turkey),86.0,215.0,76.5,False
Oatmeal Biscuit,41.0,205.0,225.0,False
Cauliflower,77.0,192.5,144.0,False
Egg (Duck),41.0,41.0,27.0,False
Orange,44.0,129.8,111.51,False
Avocado Oil,53.0,530.0,198.0,False
Chocolate Biscuit,68.0,340.0,315.0,False
Swiss Cheese,96.0,768.0,511.2,False
Garlic,33.0,231.0,289.8,False
Cauliflower,33.0,82.5,202.5,False
Watermelon,90.0,270.0,221.4,False
Brown Rice,31.0,77.5,56.25,False
Asparagus,92.0,460.0,279.0,False
Cauliflower,66.0,165.0,191.25,False
Anchovies,83.0,830.0,297.0,False
Mango,84.0,420.0,135.0,False
Haddock,76.0,684.0,421.2,False
Pomegranate,26.0,156.0,442.8,False
Green Coffee,61.0,762.5,1068.75,False
Evaporated Milk,15.0,28.5,121.41,False
Apricot,73.0,365.0,391.5,False
Whole Wheat Flour,41.0,108.65,119.25,False
Avocado Oil,14.0,140.0,585.0,False
Mango,99.0,495.0,234.0,False
Asparagus,80.0,400.0,117.0,False
Eggplant,49.0,147.0,99.9,False
Grapes,25.0,137.5,202.95,False
Sesame Oil,39.0,253.5,315.9,False
Orange,94.0,272.6,148.77,False
Sardines,11.0,66.0,372.6,False
Peanut Oil,21.0,84.0,176.4,False
Kiwi,38.0,216.6,271.89,False
Palm Oil,58.0,104.4,132.84,False
Plum,85.0,327.25,200.97,False
Cauliflower,63.0,157.5,139.5,False
Coconut Oil,54.0,270.0,130.5,False
Cherry,30.0,240.0,302.4,False
Cauliflower,57.0,142.5,175.5,False
Vegetable Oil,18.0,36.0,45.0,False
Tuna,16.0,288.0,567.0,False
Buttermilk,39.0,97.5,103.5,False
Lemon,59.0,144.55,66.15,False
Salmon,79.0,1185.0,567.0,False
Egg (Quail),78.0,62.4,35.28,False
Sushi Rice,22.0,93.5,244.8,False
Egg (Chicken),10.0,2.0,18.0,False
Arborio Rice,34.0,153.0,170.1,False
Heavy Cream,74.0,296.0,234.0,False
Sushi Rice,10.0,43.0,112.23,False
Basmati Rice,11.0,49.5,117.45,False
Grapes,99.0,544.5,292.05,False
Swiss Cheese,64.0,512.0,381.6,False
Pear,58.0,258.1,248.31,False
Corn Oil,26.0,65.0,101.25,False
Raw Sugar,72.0,108.0,52.65,False
Mozzarella Cheese,36.0,255.6,172.53,False
Mushrooms,24.0,144.0,459.0,False
Onion,16.0,32.0,39.6,False
Banana,39.0,545.61,730.28,False
Zucchini,89.0,222.5,60.75,False
Cherry,57.0,456.0,316.8,False
Herbal Tea,61.0,1830.0,2430.0,False
Short Grain Rice,56.0,168.0,251.1,False
Cream,21.0,49.35,184.01,False
Grapes,59.0,324.5,366.3,False
Green Coffee,20.0,240.0,410.4,False
Rye Bread,99.0,297.0,132.3,False
Green Tea,24.0,192.0,352.8,False
Sushi Rice,78.0,339.3,270.14,False
Egg (Duck),52.0,52.0,69.3,False
Spinach,45.0,110.25,55.12,False
Apricot,89.0,445.0,220.5,False
Kiwi,63.0,365.4,104.4,False
Black Rice,49.0,306.25,421.88,False
Green Tea,26.0,208.0,662.4,False
Egg (Quail),93.0,74.4,21.6,False
Papaya,81.0,348.3,89.01,False
Heavy Cream,74.0,296.0,356.4,False
Black Tea,19.0,95.0,324.0,False
Short Grain Rice,64.0,192.0,129.6,False
Bell Pepper,49.0,220.5,210.6,False
Parmesan Cheese,99.0,1188.0,745.2,False
Buttermilk,60.0,147.0,92.61,False
Cabbage,90.0,81.0,42.12,False
Haddock,79.0,711.0,364.5,False
Egg (Chicken),22.0,4.4,5.94,False
Brown Rice,51.0,127.5,119.25,False
Arabica Coffee,65.0,1300.0,504.0,False
Whipped Cream,55.0,220.0,248.4,False
White Rice,18.0,32.4,103.68,False
Parmesan Cheese,37.0,444.0,421.2,False
Salmon,88.0,1320.0,1296.0,False
Pineapple,20.0,70.0,252.0,False
Bread Flour,99.0,148.5,108.0,False
Asparagus,46.0,220.8,254.88,False
Wild Rice,19.0,190.0,558.0,False
Yogurt,12.0,21.0,34.65,False
Buttermilk,69.0,175.95,66.55,False
Egg (Duck),63.0,63.0,20.7,False
Asparagus,78.0,366.6,105.75,False
White Bread,72.0,180.0,195.75,False
Wild Rice,58.0,580.0,675.0,False
Egg (Goose),88.0,220.0,121.5,False
White Rice,54.0,97.2,152.28,False
Powdered Sugar,64.0,160.0,218.25,False
Milk,12.0,12.0,27.9,False
Mango,61.0,317.2,346.32,False
Oatmeal Biscuit,28.0,140.0,126.0,False
Spinach,23.0,57.5,213.75,False
Blueberries,87.0,870.0,495.0,False
Robusta Coffee,59.0,590.0,432.0,False
Watermelon,13.0,39.0,270.0,False
Pomegranate,81.0,486.0,507.6,False
White Bread,61.0,152.5,114.75,False
Carrot,80.0,120.0,109.35,False
Brown Rice,39.0,97.5,173.25,False
Cabbage,69.0,4591.95,2156.22,False
Egg (Goose),60.0,150.0,173.25,False
Sour Cream,22.0,90.2,166.05,False
Almond Flour,79.0,750.5,709.65,False
Broccoli,47.0,188.0,273.6,False
Jasmine Rice,20.0,95.0,333.45,False
Gouda Cheese,41.0,287.0,541.8,False
Tilapia,46.0,322.0,390.6,False
Palm Oil,67.0,120.6,126.36,False
Arborio Rice,51.0,229.5,295.65,False
White Sugar,42.0,84.0,144.0,False
Sesame Oil,85.0,552.5,456.3,False
Sunflower Oil,23.0,57.5,204.75,False
Bell Pepper,84.0,378.0,186.3,False
Greek Yogurt,28.0,1192.24,1839.46,False
White Bread,62.0,155.0,94.5,False
Egg (Goose),65.0,162.5,148.5,False
Lime,18.0,36.0,97.2,False
Egg (Chicken),70.0,14.0,11.16,False
Vegetable Oil,23.0,46.0,113.4,False
Jasmine Rice,26.0,123.5,320.62,False
Robusta Coffee,20.0,200.0,648.0,False
Mozzarella Cheese,55.0,396.0,311.04,False
Whole Wheat Flour,82.0,225.5,64.35,False
Salmon,73.0,1095.0,1201.5,False
White Tea,81.0,2025.0,1665.0,False
Onion,20.0,40.0,91.8,False
Black Coffee,78.0,1170.0,729.0,False
Butter Biscuit,84.0,504.0,275.4,False
Corn Oil,32.0,80.0,117.0,False
Coconut Oil,90.0,450.0,247.5,False
Evaporated Milk,70.0,140.0,43.2,False
Bell Pepper,90.0,405.0,328.05,False
Lettuce,100.0,200.0,46.8,False
Brown Rice,89.0,222.5,144.0,False
Whole Wheat Flour,38.0,102.6,82.62,False
Rye Bread,61.0,183.0,191.7,False
Orange,75.0,225.0,259.2,False
Multigrain Bread,87.0,278.4,210.24,False
Bread Flour,71.0,106.5,45.9,False
Haddock,98.0,882.0,429.3,False
Green Beans,19.0,38.0,91.8,False
Coconut,85.0,425.0,274.5,False
Apple,71.0,248.5,274.05,False
Brown Rice,44.0,110.0,150.75,False
Rice Flour,25.0,50.0,43.2,False
Peanut Oil,24.0,96.0,352.8,False
Anchovies,44.0,440.0,720.0,False
Powdered Sugar,63.0,157.5,90.0,False
Palm Oil,69.0,124.2,102.06,False
Tuna,88.0,1584.0,453.6,False
Robusta Coffee,74.0,740.0,333.0,False
Bell Pepper,98.0,441.0,348.3,False
Egg (Chicken),22.0,4.4,15.84,False
Apricot,55.0,275.0,103.5,False
Ricotta Cheese,96.0,585.6,516.06,False
Feta Cheese,91.0,637.0,201.6,False
Digestive Biscuit,40.0,160.0,100.8,False
Salmon,52.0,780.0,580.5,False
Lettuce,22.0,44.0,111.6,False
Black Rice,98.0,622.3,400.05,False
Whole Wheat Flour,59.0,162.25,79.2,False
Chocolate Biscuit,99.0,495.0,292.5,False
Black Tea,18.0,95.4,310.05,False
Watermelon,58.0,174.0,191.7,False
Black Rice,30.0,189.0,345.87,False
Papaya,97.0,436.5,214.65,False
Egg (Goose),50.0,122.5,171.99,False
Cheddar Cheese,70.0,630.0,510.3,False
Blueberries,40.0,400.0,684.0,False
Corn Oil,75.0,187.5,225.0,False
Strawberries,26.0,156.0,507.6,False
Arabica Coffee,13.0,260.0,1206.0,False
Plum,11.0,44.0,356.4,False
Salmon,98.0,1470.0,283.5,False
Broccoli,35.0,140.0,324.0,False
Mackerel,45.0,337.5,236.25,False
Kale,47.0,188.0,93.6,False
Sesame Oil,89.0,578.5,228.15,False
Black Coffee,33.0,495.0,1296.0,False
Apricot,90.0,450.0,342.0,False
Jasmine Rice,44.0,209.0,269.33,False
Wild Rice,41.0,399.75,816.08,False
Potato,72.0,86.4,103.68,False
Egg (Goose),72.0,172.8,77.76,False
Black Coffee,40.0,600.0,445.5,False
Whole Wheat Bread,36.0,126.0,211.05,False
Vegetable Oil,51.0,102.0,43.2,False
Black Coffee,87.0,1296.3,1206.9,False
Pear,79.0,355.5,133.65,False
Tilapia,14.0,95.2,391.68,False
Orange,81.0,243.0,232.2,False
Lime,75.0,150.0,57.6,False
Gouda Cheese,48.0,336.0,371.7,False
Onion,50.0,100.0,72.0,False
Haddock,11.0,99.0,696.6,False
Almond Flour,74.0,703.0,205.2,False
Tomato,11.0,27.5,209.25,False
Heavy Cream,85.0,340.0,342.0,False
Cauliflower,57.0,142.5,195.75,False
Lime,75.0,142.5,107.73,False
Egg (Turkey),63.0,148.05,164.97,False
White Tea,35.0,883.75,1204.43,False
Cabbage,24.0,24.0,49.5,False
Jasmine Rice,53.0,251.75,427.5,False
Butter Biscuit,74.0,444.0,275.4,False
Brown Rice,79.0,197.5,96.75,False
Bread Flour,54.0,81.0,55.35,False
Palm Oil,44.0,79.2,74.52,False
Almond Flour,77.0,731.5,230.85,False
Apricot,42.0,210.0,387.0,False
Sweet Potato,44.0,88.0,160.2,False
Sour Cream,81.0,324.0,244.8,False
Black Rice,92.0,575.0,213.75,False
Salmon,78.0,1170.0,634.5,False
Heavy Cream,85.0,357.0,245.7,False
Pomegranate,65.0,390.0,432.0,False
Olive Oil,36.0,216.0,399.6,False
Potato,26.0,31.2,90.72,False
Sunflower Oil,39.0,97.5,189.0,False
White Sugar,39.0,78.0,131.4,False
Cabbage,83.0,83.0,31.5,False
Cucumber,28.0,50.4,53.46,False
Tuna,85.0,1530.0,1490.4,False
Lime,76.0,152.0,138.6,False
Tomato,100.0,250.0,189.0,False
Pomegranate,17.0,102.0,199.8,False
Anchovies,51.0,510.0,720.0,False
Grapes,54.0,297.0,400.95,False
Sourdough Bread,94.0,376.0,169.2,False
Asparagus,34.0,170.0,184.5,False
Herbal Tea,27.0,810.0,918.0,False
All-Purpose Flour,50.0,87.5,137.02,False
Almond Flour,85.0,807.5,222.3,False
Rice Flour,24.0,48.0,176.4,False
Halibut,82.0,1640.0,1188.0,False
Apple,17.0,59.5,113.4,False
Canola Oil,25.0,57.5,149.04,False
Tilapia,56.0,392.0,409.5,False
Evaporated Milk,72.0,144.0,93.6,False
Mushrooms,65.0,409.5,306.18,False
Grapes,30.0,165.0,311.85,False
Onion,39.0,78.0,45.0,False
Pineapple,14.0,49.0,233.1,False
Carrot,74.0,111.0,122.85,False
Parmesan Cheese,63.0,749.7,396.27,False
Peach,47.0,188.0,129.6,False
Egg (Turkey),42.0,105.0,137.25,False
Tomato,32.0,80.0,180.0,False
Lettuce,88.0,176.0,45.0,False
Yogurt,80.0,140.0,64.58,False
Orange,36.0,108.0,67.5,False
Bread Flour,11.0,16.5,103.95,False
Peach,40.0,160.0,331.2,False
Bread Flour,63.0,94.5,74.25,False
Raw Sugar,90.0,135.0,108.0,False
Multigrain Bread,47.0,152.75,87.75,False
Digestive Biscuit,29.0,116.0,288.0,False
Peach,94.0,376.0,86.4,False
Mango,32.0,156.8,370.44,False
Plum,40.0,160.0,162.0,False
Egg (Goose),50.0,125.0,171.0,False
Cod,72.0,576.0,388.8,False
Pomegranate,22.0,132.0,221.4,False
Chocolate Biscuit,23.0,115.0,436.5,False
Halibut,35.0,700.0,1332.0,False
Cucumber,12.0,21.0,70.88,False
Cheddar Cheese,86.0,774.0,810.0,False
Mackerel,91.0,682.5,607.5,False
Evaporated Milk,23.0,46.0,122.4,False
Onion,98.0,196.0,82.8,False
Cherry,29.0,232.0,532.8,False
Coconut,32.0,160.0,171.0,False
Pear,84.0,378.0,259.2,False
Yogurt,86.0,150.5,130.72,False
Black Rice,11.0,68.2,273.42,False
Whole Wheat Flour,60.0,165.0,126.22,False
Whole Wheat Bread,58.0,203.0,308.7,False
Ricotta Cheese,64.0,384.0,297.0,False
Canola Oil,19.0,43.7,68.31,False
Cherry,43.0,344.0,194.4,False
Peanut Oil,38.0,152.0,147.6,False
Buttermilk,70.0,175.0,105.75,False
Asparagus,18.0,90.0,261.0,False
Brown Rice,46.0,115.0,108.0,False
Arabica Coffee,78.0,1599.0,1143.9,False
Canola Oil,53.0,121.9,171.81,False
Haddock,67.0,603.0,615.6,False
Egg (Chicken),36.0,7.2,12.24,False
Whole Wheat Flour,39.0,107.25,227.7,False
Sweet Potato,95.0,190.0,109.8,False
Almond Flour,12.0,114.0,478.8,False
Wild Rice,98.0,980.0,279.0,False
Jasmine Rice,50.0,237.5,222.3,False
Zucchini,98.0,245.0,108.0,False
Corn Oil,28.0,70.0,72.0,False
Cucumber,67.0,120.6,131.22,False
Onion,20.0,40.0,41.4,False
Trout,67.0,777.2,689.04,False
Egg (Quail),94.0,75.2,72.0,False
Black Tea,45.0,225.0,405.0,False
Anchovies,86.0,860.0,333.0,False
Wild Rice,72.0,702.0,447.52,False
Green Beans,31.0,65.1,103.95,False
Butter Biscuit,12.0,72.0,388.8,False
Gouda Cheese,71.0,497.0,485.1,False
Anchovies,64.0,640.0,441.0,False
Coconut Oil,89.0,445.0,409.5,False
Sesame Oil,50.0,325.0,310.05,False
Mango,53.0,265.0,184.5,False
Haddock,19.0,171.0,234.9,False
Broccoli,89.0,356.0,334.8,False
Cod,96.0,768.0,698.4,False
Parmesan Cheese,52.0,624.0,334.8,False
Sesame Oil,97.0,630.5,298.35,False
Halibut,88.0,1760.0,1656.0,False
Jasmine Rice,33.0,156.75,397.58,False
Jasmine Rice,98.0,465.5,218.02,False
Peach,45.0,180.0,302.4,False
White Rice,80.0,144.0,74.52,False
Halibut,68.0,1360.0,1350.0,False
Apricot,90.0,450.0,153.0,False
Trout,89.0,1068.0,1036.8,False
Cucumber,38.0,68.4,144.18,False
Green Beans,99.0,207.9,86.94,False
Powdered Sugar,66.0,158.4,64.8,False
Pomegranate,66.0,396.0,459.0,False
Bread Flour,64.0,96.0,44.55,False
Black Rice,18.0,108.0,459.0,False
Whole Wheat Flour,86.0,236.5,128.7,False
Black Tea,35.0,164.5,164.97,False
Green Beans,26.0,52.0,64.8,False
Parmesan Cheese,80.0,960.0,1080.0,False
Zucchini,63.0,157.5,78.75,False
Vanilla Biscuit,89.0,489.5,410.85,False
Sweet Potato,80.0,160.0,176.4,False
Vegetable Oil,41.0,82.0,99.0,False
Chocolate Biscuit,53.0,265.0,369.0,False
Haddock,61.0,549.0,275.4,False
Egg (Duck),70.0,70.0,85.5,False
Mango,73.0,365.0,225.0,False
Kale,60.0,240.0,75.6,False
Pomegranate,88.0,528.0,388.8,False
Cauliflower,95.0,237.5,110.25,False
Powdered Sugar,47.0,117.5,49.5,False
Mozzarella Cheese,24.0,168.0,365.4,False
Anchovies,93.0,930.0,729.0,False
Sunflower Oil,80.0,200.0,220.5,False
Apple,77.0,269.5,198.45,False
Green Beans,42.0,84.0,70.2,False
Egg (Turkey),92.0,230.0,175.5,False
Mushrooms,81.0,506.25,517.5,False
Jasmine Rice,46.0,218.5,153.9,False
Brown Rice,44.0,110.0,99.0,False
Multigrain Bread,38.0,133.0,141.75,False
Evaporated Milk,64.0,128.0,133.2,False
Long Grain Rice,39.0,56.55,26.1,False
White Bread,42.0,105.0,150.75,False
White Sugar,29.0,58.0,104.4,False
Cucumber,60.0,108.0,119.88,False
Parmesan Cheese,65.0,780.0,745.2,False
Bell Pepper,89.0,400.5,153.9,False
Corn Oil,50.0,125.0,63.0,False
Bell Pepper,94.0,423.0,178.2,False
Canola Oil,97.0,223.1,169.74,False
Digestive Biscuit,72.0,288.0,306.0,False
Cream,62.0,155.0,92.25,False
Apple,44.0,154.0,129.15,False
Peanut Oil,21.0,84.0,284.4,False
Coconut Sugar,91.0,455.0,216.0,False
Tuna,87.0,1566.0,356.4,False
Spinach,61.0,153.72,70.31,False
Carrot,61.0,91.5,35.1,False
Sweet Potato,49.0,98.0,174.6,False
Lemon,87.0,217.5,137.25,False
Multigrain Bread,93.0,302.25,163.8,False
Basmati Rice,55.0,244.75,148.18,False
Sour Cream,29.0,116.0,82.8,False
Egg (Chicken),63.0,12.6,12.06,False
Potato,42.0,50.4,46.44,False
Onion,74.0,148.0,174.6,False
Short Grain Rice,22.0,66.0,183.6,False
Egg (Chicken),83.0,16.6,16.92,False
Wild Rice,32.0,320.0,621.0,False
Apple,84.0,294.0,207.9,False
Plum,22.0,88.0,252.0,False
Peas,100.0,300.0,232.2,False
Cheddar Cheese,36.0,324.0,243.0,False
Halibut,14.0,280.0,1278.0,False
White Sugar,38.0,76.0,93.6,False
Eggplant,97.0,291.0,59.4,False
Green Tea,64.0,512.0,180.0,False
Lime,14.0,26.6,171.0,False
Avocado Oil,24.0,240.0,891.0,False
Tilapia,100.0,700.0,535.5,False
Jasmine Rice,62.0,294.5,132.52,False
Basmati Rice,71.0,319.5,243.0,False
Parmesan Cheese,38.0,456.0,378.0,False
Powdered Sugar,88.0,211.2,205.2,False
Sourdough Bread,40.0,180.0,218.7,False
Spinach,88.0,220.0,130.5,False
Cheddar Cheese,60.0,540.0,769.5,False
Cabbage,94.0,84.6,79.38,False
Avocado Oil,30.0,300.0,198.0,False
Papaya,19.0,85.5,368.55,False
